cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,brghmwr,brghmef,crvctwr,crvctef,trrenyr,trrcnyr,trrprsn,trrtort,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzship,ctzshipa,ctzshipb,ctzshipc,brncntr,cntbrth,cntbrtha,cntbrthb,cntbrthc,livecntr,livecnta,lnghoma,lnghom1,lnghomb,lnghom2,blgetmg,facntr,facntn,fbrncnt,fbrncnta,fbrncntb,mocntr,mocntn,mbrncnt,mbrncnta,mbrncntb,gndr,partner,rshpsts,marsts,marital,martlfr,maritala,maritalb,lvghw,lvghwa,lvgoptn,lvgptn,lvgptna,lvgptne,lvgptnea,dvrcdev,dvrcdeva,chldhm,chldhhe,domicil,edulvla,edulvlb,eisced,edufld,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngdk,dngref,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctr,wrkctra,estsz,jbspv,njbspv,wkdcorg,wkdcorga,iorgact,wkhct,wkhtot,nacer1,nacer11,nacer2,tporgwk,iscoco,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrc,hincsrca,hinctnt,hinctnta,hincfel,brwmny,edulvlpa,edulvlpb,eiscedp,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,iscocop,isco08p,emprelp,emplnop,jbspvp,njbspvp,wkdcorp,ioactp,wkhtotp,edulvlfa,edulvlfb,eiscedf,emprf14,emplnof,jbspvf,occf14,occf14a,occf14b,edulvlma,edulvlmb,eiscedm,emprm14,emplnom,jbspvm,occm14,occm14a,occm14b,atncrse,fxltph,mbltph,inttph,
FR,ESS1-6e01,1.0,26.11.2014,121114,ESS6e02_1,6,2.1,78,1.88434535807327,1.37335656283893,2.702677846,7,1,,,,,,3,2,3,3,,,3,5,5,3,3,4,7,1,2,2,2,2,1,1,2,2,6,,4,9,1,1,1,7,7,1,1,,,7,1,8,2,5,9,8,10,5,,4,2,2,,,,,,,,,2,3,1,1,6,66,8,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,PT,2,,,,PT,,1969,,FRE,,000,1,2,,,,PT,2,,,,PT,1,1,1,66,,,,1,,,,,,,1,,2,1,6,5,3,321,3,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,2,1,11,,8,9,39,50,,,24,4,,3117,2,1,1,2,3,1,1,,7,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,3341,1,,,,,,38,88,8888,88,1,,,,,6,88,8888,88,1,,,,,8,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121115,ESS6e02_1,6,2.1,80,1.93879798795881,1.08317643306083,2.702677846,5,2,,,,,,5,8,6,3,,,6,7,7,6,6,7,7,2,2,2,2,2,2,2,2,2,6,,5,8,4,5,6,6,8,2,1,,,4,2,3,2,5,5,5,8,5,,3,2,2,,,,,,,,,3,3,1,1,6,66,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,PT,,1987,,FRE,,000,2,2,,,,PT,2,,,,PT,2,1,3,5,,,,5,,,,,,,6,,2,1,6,3,3,323,4,,8,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,1,1,,9,9,35,35,,,10,4,,2411,2,2,6,6,3,1,1,,7,2,,3,323,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5132,1,,,,,,50,1,113,1,1,,,,,7,1,0,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121116,ESS6e02_1,6,2.1,86,0.484699496989702,0.357970742558753,2.702677846,7,2,,,,,,5,8,7,1,,,8,6,8,7,5,5,9,1,2,2,2,2,2,2,2,1,3,,6,9,3,1,8,5,7,5,1,,,10,1,3,3,8,8,5,8,6,,4,2,1,,,,,,,,,3,3,2,66,1,1,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,1,,,,1,,,,,,,1,,2,2,1,3,3,323,4,,13,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1992,1,66666,,1,5,1,16,,9,1,40,40,,,62,4,,1213,2,2,6,6,3,3,4,,7,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,6,3,321,3,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121117,ESS6e02_1,6,2.1,89,0.484699496989702,0.372403188238884,2.702677846,1,0,,,,,,5,7,7,3,,,7,9,8,4,6,7,8,2,2,2,2,2,2,2,2,1,3,,4,9,4,88,7,8,7,4,1,,,5,4,4,2,7,8,5,7,5,,2,2,1,,,,,,,,,2,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,2,,2,2,2,2,5,720,7,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,,6,5,2,66666,,3,7,35,37,,,65,5,,1223,2,1,2,1,3,2,2,,9,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,3,,,,,66,88,8888,88,1,,,,,2,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121118,ESS6e02_1,6,2.1,90,1.93879798795881,1.46086036660927,2.702677846,3,1,,,,,,8,8,8,4,,,4,7,7,2,2,5,8,1,2,2,1,2,1,1,1,1,2,,3,7,4,5,4,7,8,1,1,,,4,2,2,2,5,7,5,7,7,,4,2,1,,,,,,,,,2,3,1,7,6,66,8,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,DZ,,1960,,FRE,,000,2,2,,,,DZ,2,,,,DZ,2,1,1,66,,,,1,,,,,,,2,,2,1,6,3,5,720,7,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,5,2,66666,,7,3,28,28,,,65,3,,2421,2,2,6,6,3,1,1,,10,1,,3,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,2512,1,,,,,,9,1,113,1,1,,,,,5,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121119,ESS6e02_1,6,2.1,91,0.484699496989702,0.727909896782449,2.702677846,5,2,,,,,,5,5,6,3,,,3,10,10,4,4,10,10,1,1,2,2,2,2,2,2,1,2,,8,7,5,6,6,10,10,3,4,,,10,2,2,4,0,6,5,5,4,,2,2,2,,,,,,,,,4,2,2,66,2,66,4,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,DZ,,1962,,FRE,,000,1,2,,,,DZ,2,,,,DZ,1,2,66,6,,,,6,,,,,,,2,,2,2,2,3,2,213,2,,14,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1998,1,66666,,1,4,2,66666,,8,9,40,40,,,49,4,,8331,2,2,6,6,3,3,4,,1,3,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,323,4,1,,,,,2,1,113,1,1,,,,,5,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121120,ESS6e02_1,6,2.1,94,0.967770634663687,0.865974099563568,2.702677846,7,3,,,,,,4,6,4,3,,,3,10,6,3,6,88,7,1,2,2,2,2,1,2,1,1,2,,2,10,4,6,6,5,3,2,2,,,8,1,2,2,6,5,5,10,2,,2,2,8,,,,,,,,,2,3,1,5,6,66,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,PL,2,,,,PL,2,1,1,66,,,,1,,,,,,,2,,2,2,1,3,3,321,3,,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1990,1,66666,,1,4,2,66666,,10,0,39,39,,,20,4,,4311,2,2,6,6,3,3,4,,6,1,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,2,,,,,1,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121121,ESS6e02_1,6,2.1,97,0.965932538932495,0.864329346694505,2.702677846,3,1,,,,,,5,8,8,3,,,5,5,8,4,4,3,9,1,2,2,2,2,2,2,2,1,1,,10,6,3,5,6,4,6,3,1,,,5,2,2,2,5,2,5,7,6,,4,2,3,,,,,,,,,1,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,1,,,,1,,,,,,,2,,2,1,6,1,3,323,4,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,2,66666,,0,0,35,35,,,84,1,,5230,2,2,6,6,3,1,1,,3,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,1,,,,,4,88,8888,88,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121122,ESS6e02_1,6,2.1,99,0.482966269466247,0.429264857708549,2.702677846,3,2,,,,,,5,7,6,2,,,0,1,4,0,0,0,4,3,2,2,2,2,2,2,2,1,3,,9,5,2,1,3,5,9,2,2,,,3,2,3,3,4,2,1,7,6,,3,2,2,,,,,,,,,2,3,2,66,2,66,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,88,1,,,,66,1,2,66,4,,,,4,,,,,,,1,,1,2,2,1,5,620,6,,16,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2008,1,66666,,1,3,1,25,,10,7,39,39,,,49,4,,4323,2,2,6,6,3,3,4,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,710,7,1,,,,,2,2,213,2,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121123,ESS6e02_1,6,2.1,100,0.482966269466247,0.361171580193284,2.702677846,7,2,,,,,,8,5,8,4,,,5,8,8,5,2,9,9,2,2,2,2,2,1,2,2,2,6,,6,8,2,2,4,7,8,2,2,,,2,2,2,3,5,7,5,8,6,,3,1,2,,,,,,,,,3,1,1,1,6,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,VN,1,,,,66,2,2,66,5,,,,5,,,,,,,2,,2,2,1,1,5,720,7,,22,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1976,1,66666,,1,3,1,5,,9,1,12,14,,,86,3,,2212,2,2,6,6,3,3,4,,5,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,313,4,1,,,,,2,2,213,2,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121124,ESS6e02_1,6,2.1,104,0.482966269466247,0.363909125735718,2.702677846,3,2,,,,,,4,5,3,2,,,6,6,5,3,3,6,6,1,2,2,2,2,2,2,2,1,2,,6,8,3,3,6,7,5,4,1,,,8,2,2,2,5,7,5,8,5,,3,1,2,,,,,,,,,2,3,1,1,6,66,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,1,5,720,7,,22,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,1,,6,1,2,66666,,10,10,50,50,,,86,5,,2212,2,2,6,6,1,2,2,,8,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,720,7,2,,,,,1,5,720,7,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121125,ESS6e02_1,6,2.1,105,0.482966269466247,0.756889134044955,2.702677846,2,2,,,,,,7,6,6,4,,,5,3,7,5,6,3,4,2,2,2,2,2,2,2,1,2,6,,5,3,5,5,3,5,5,1,1,,,4,3,2,3,2,2,2,5,7,,8,2,4,,,,,,,,,3,2,1,1,6,66,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,5,,,,5,,,,,,,1,,2,2,1,1,1,113,1,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1983,1,66666,,1,1,2,66666,,0,0,40,40,,,20,4,,9321,2,2,6,6,3,3,4,,1,3,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,2,,,,,9,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121126,ESS6e02_1,6,2.1,107,0.482966269466247,0.269825780603252,2.702677846,3,2,,,,,,3,2,3,1,,,2,9,4,6,0,5,9,2,2,2,2,1,1,2,1,1,2,,5,3,1,4,3,4,5,5,1,,,5,2,2,2,10,10,6,5,7,,4,1,1,,,,,,,,,2,2,1,7,6,66,9,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,1,,2,2,1,1,4,421,5,,29,0,0,0,1,1,0,0,0,0,0,0,0,4,4,2,1,2011,1,66666,,2,4,2,66666,,8,1,28,28,,,85,6,,5311,2,1,1,1,2,6,7,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,800,7,1,,,,,2,2,213,2,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121127,ESS6e02_1,6,2.1,115,0.965932538932495,0.703995043192778,2.702677846,5,2,,,,,,3,3,8,2,,,0,0,1,0,1,0,0,1,1,2,2,2,1,2,1,1,2,,5,6,0,1,1,4,3,5,3,,,5,2,3,3,1,0,0,5,6,,3,1,4,,,,,,,,,2,3,2,66,2,66,0,6,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,1,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,1,,2,1,6,1,3,321,3,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,5,1,3,,8,5,37,37,,,81,1,,7126,2,1,1,2,3,1,1,,6,2,,3,323,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,4419,1,,,,,,35,1,113,1,1,,,,,6,3,321,3,1,,,,,5,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121128,ESS6e02_1,6,2.1,117,0.482966269466247,0.756889134044955,2.702677846,7,5,,,,,,0,10,10,4,,,88,5,5,88,88,88,88,2,2,2,2,2,2,2,2,2,6,,4,8,5,0,88,1,0,1,4,,,88,2,2,2,5,2,1,8,4,,3,1,4,,,,,,,,,3,2,1,1,6,66,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,PL,2,,,,PL,2,2,66,5,,,,5,,,,,,,1,,2,2,1,1,1,113,1,,7,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1991,1,66666,,1,1,2,66666,,0,0,888,888,,,96,4,,5153,2,2,6,6,3,3,4,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,0,1,1,,,,,8,1,113,1,1,,,,,8,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121129,ESS6e02_1,6,2.1,118,0.482678368291111,0.724874614487171,2.702677846,7,4,,,,,,3,5,3,1,,,2,2,4,1,3,0,0,1,1,2,2,2,2,2,1,1,3,,5,8,0,0,0,3,0,3,1,,,8,4,4,4,2,2,2,7,6,,5,2,2,,,,,,,,,2,3,1,1,6,66,4,7,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,1,,,,1,,,,,,,2,,1,2,1,1,1,113,1,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2000,1,66666,,1,3,2,66666,,8,3,39,39,,,47,4,,3339,2,2,6,6,3,3,4,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,3,,,,,66,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121130,ESS6e02_1,6,2.1,131,0.959322090036413,0.708499272303381,2.702677846,6,2,,,,,,2,2,3,1,,,0,5,5,0,0,1,1,1,2,2,1,1,2,2,1,1,6,,5,6,2,1,1,1,7,5,2,,,7,1,2,2,8,7,7,8,7,,4,2,2,,,,,,,,,2,3,1,1,6,66,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,DZ,,1962,,FRE,,000,2,2,,,,DZ,2,,,,DZ,1,2,66,4,,,,4,,,,,,,1,,1,2,1,3,3,313,4,,18,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2005,1,66666,,1,5,1,7,,5,6,35,42,,,64,4,,1211,2,2,6,6,2,3,4,,7,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,2,213,2,1,,,,,2,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121131,ESS6e02_1,6,2.1,135,0.479661045018207,0.751709293770883,2.702677846,6,1,,,,,,5,6,6,4,,,88,2,5,88,88,88,88,1,2,2,2,2,2,2,2,1,2,,9,10,5,5,5,8,9,1,2,,,2,3,3,4,0,8,4,9,6,,3,2,4,,,,,,,,,2,3,1,1,6,66,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,5,,,,5,,,,,,,1,,1,2,1,3,1,113,1,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1998,1,66666,,1,3,2,66666,,10,8,39,39,,,47,4,,4321,2,2,6,6,3,3,4,,3,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,321,3,1,,,,,6,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121132,ESS6e02_1,6,2.1,139,0.959322090036413,0.708499272303381,2.702677846,7,5,,,,,,6,8,5,1,,,3,3,7,2,1,0,3,1,2,2,1,2,1,2,1,2,6,,5,7,2,3,0,4,5,1,2,,,0,2,2,2,5,5,5,8,6,,4,2,2,,,,,,,,,2,3,1,1,6,66,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,2,1,3,3,323,4,,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1996,1,66666,,1,3,2,66666,,10,10,45,50,,,70,4,,1213,2,1,2,2,3,3,4,,5,2,,3,323,4,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,7,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121133,ESS6e02_1,6,2.1,140,0.959322090036413,0.858414228573065,2.702677846,4,6,,,,,,5,4,2,1,,,0,3,6,2,0,0,5,1,1,2,1,2,2,2,1,1,6,,9,3,2,3,4,0,5,4,2,,,7,3,3,4,2,0,2,4,4,,2,2,2,,,,,,,,,4,2,1,2,6,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,3,3,321,3,,10,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1976,1,66666,,1,4,2,66666,,0,0,35,35,,,86,1,,7533,2,2,6,6,3,3,4,,77,3,,1,113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,2,213,2,1,,,,,6,2,213,2,1,,,,,5,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121134,ESS6e02_1,6,2.1,144,0.463525671040485,0.263730647897787,2.702677846,0,66,,,,,,7,7,7,3,,,5,7,7,5,5,5,7,2,2,2,2,2,1,2,1,1,3,,3,9,4,3,9,2,6,1,1,,,3,1,1,1,8,9,9,9,6,,4,1,1,,,,,,,,,1,3,2,66,2,66,9,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,1,,2,2,2,4,3,321,3,,17,0,0,0,1,0,0,0,0,0,0,0,0,66,4,2,1,2012,1,66666,,1,2,1,8,,3,0,35,35,,,888,2,,5329,2,1,2,1,1,4,5,,2,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,5,1,113,1,1,,,,,3,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121135,ESS6e02_1,6,2.1,146,0.463525671040485,0.834289321876181,2.702677846,1,1,,,,,,3,9,7,4,,,2,4,5,1,1,3,4,1,2,2,2,2,1,2,1,2,6,,10,10,9,8,9,9,10,3,2,,,7,2,4,4,2,0,0,9,6,,4,1,2,,,,,,,,,2,3,1,1,6,66,7,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,4,,,,4,,,,,,,1,,1,1,6,4,2,213,2,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,10,10,32,32,,,96,4,,5311,2,2,6,6,3,3,4,,4,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,313,4,1,,,,,6,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121136,ESS6e02_1,6,2.1,147,1.85410268416194,2.07238324220308,2.702677846,5,2,,,,,,4,8,4,3,,,5,7,7,5,3,7,8,3,2,2,1,2,2,2,2,2,6,,2,9,3,5,5,5,4,2,2,,,8,1,2,2,7,5,7,10,4,,2,1,2,,,,,,,,,2,3,1,1,6,66,9,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,4,3,313,4,,11,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,,6,6,6,66666,,66,66,666,666,,,666,66,,66666,6,2,6,6,3,1,1,,5,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,5,3,313,4,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121137,ESS6e02_1,6,2.1,148,0.92705134208097,0.725378663093031,2.702677846,5,2,,,,,,5,5,7,2,,,3,6,7,5,5,3,6,1,2,2,2,2,2,2,1,1,2,,2,7,3,3,6,7,5,2,3,,,3,2,2,2,5,5,5,8,7,,3,1,2,,,,,,,,,2,3,2,66,2,66,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,DZ,1,,,,66,1,1,1,66,,,,1,,,,,,,1,,2,1,6,4,5,520,5,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,2,2,66666,,8,4,35,35,,,30,4,,7232,2,1,2,2,3,1,1,,7,2,,5,520,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,3359,1,,,,,,39,3,321,3,1,,,,,3,5,520,5,1,,,,,6,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121138,ESS6e02_1,6,2.1,149,1.85410268416194,1.37618479784071,2.702677846,4,2,,,,,,6,8,5,2,,,6,4,6,4,3,6,5,1,2,2,2,1,1,1,2,1,3,,3,4,2,4,6,3,2,1,1,,,5,2,2,2,6,6,5,6,5,,3,2,2,,,,,,,,,3,3,2,66,2,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,3,6,,,,6,,,,,,,6,,2,1,6,4,3,321,3,,11,0,0,1,0,0,0,0,0,0,0,0,0,66,3,2,1,2013,1,66666,,1,1,1,2,,7,6,39,42,,,56,4,,3434,2,1,1,1,3,1,1,,4,3,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,4313,1,,,,,,35,5,520,5,1,,,,,1,3,321,3,1,,,,,7,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121139,ESS6e02_1,6,2.1,150,1.39057697167903,1.08806796255877,2.702677846,6,3,,,,,,0,0,0,1,,,5,7,7,2,2,2,4,1,2,2,2,2,2,2,2,1,6,,77,10,0,0,3,6,8,1,1,,,7,1,1,1,10,10,10,10,3,,2,1,1,,,,,,,,,2,3,1,1,6,66,10,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,1,6,5,5,720,7,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,,6,1,2,66666,,10,10,50,50,,,82,5,,2166,2,1,2,2,3,2,2,,8,1,,5,520,5,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,,66666,6,,,,,,666,3,321,3,1,,,,,6,88,8888,88,1,,,,,5,2,,,,
